540
960
388,9872202657541
193,31683062715115
48,86371017143212
47,230960774675296
105,34708745507415
552,3022130848583
15,727465795193789
24,70517473216082
21,766473475565
245,6585764952951
510,3621364779109
500,46883213995284
31,82228928204989
48,577378977942686
216,79977052621675
449,61154698624017
501,0542330552429
19,88370886868934
47,62303714818805
267,671275475881
746,4683211079041
353,71434948628684
29,47592911299456
34,70989142062467
240,77795191657702
612,9021081303149
468,5665263263376
24,242812229482546
23,174056336032844
166,78454546134975
35,997788358995884
422,8138950319707
27,48287437202452
33,31806610640902
250,92529445677798
200,59937060658243
324,14817356229634
23,96475929552855
14,587402283492725
247,8927658054153
666,4146457344586
289,02768257757407
16,728812755121297
48,47126676900818
253,88988846133643
856,3864412045601
308,98189435727704
16,6554933841965
38,6072547621541
281,61895790212265
280,92413833585886
447,6322222229037
21,172824163919056
19,48286802299314
51,114952849739005
306,5050444968522
248,79495494691648
23,4727281692961
41,32172948705651
31,0783568461098
804,605266588354
227,8111810535432
36,18810492061982
31,31508158889107
174,41821744539823
100,04212092582101
50,04862087843087
26,675938513245864
39,80542446126946
226,52298393846246
926,6269149452554
219,18397692092526
48,10052842862537
47,8153342594554
264,897398077699
104,00281757832346
386,9622446498971
43,75347029704773
41,24819617737198
46,95652225189981
208,44978073445594
136,01869919259624
48,236711869413455
18,947843718285835
187,83455026034673
325,29793801321165
39,29698935835075
19,090931333294154
31,456653180528832
287,41222010216694
605,6973006277119
268,2710174563228
33,261636152839365
47,7127781142074
44,65225059278903
690,3621468784614
468,22984338235375
12,612729341916484
32,75195154852292
166,86869959022616
478,9174103333805
85,92184687228607
36,77685758529536
30,085747024944286
278,20581537476187
213,13069790434625
523,6486975781125
49,72240657649649
20,00507896166793
48,12032278652045
954,9600887288027
433,1569174372828
10,175244218076998
38,22398656366537
98,12554948362505
822,6483369576285
534,7646207950571
33,22172716885967
29,740644380169886
110,96199889509515
536,0538816209636
223,64841127574235
37,8194695028093
25,41709893353545
55,418556948897134
9,444156925843572
67,09568222693383
16,03847438776445
27,560819774958134
108,25709643745635
378,6594162169865
361,4791210933327
22,632711406591035
14,115595768946768
296,0321765961624
202,8212999836976
441,5841441951777
29,500742021073844
10,792194251649093
193,54941413691319
93,27246088260782
290,49040431683886
35,95336588253381
17,97936514206155
224,78176222544886
762,155510577196
113,0538450099771
44,33692715270399
29,915071415297913
198,25786710609265
385,21689498408426
84,66206000151146
49,33404922888653
33,810162069136126
224,78643029604424
486,5595142265756
283,87068548818104
30,039052944793845
39,28341547033952
141,31251127000417
925,4260734977714
344,4980985916177
27,885652160602437
23,926831361705
268,00055513351595
183,57385638897156
11,786950348463519
39,191734346827126
30,59513135167255
102,26416440511774
876,3912629821149
103,98851295666104
44,58330586784367
23,23702132490142
142,4532376758523
674,0059346262151
76,56623526855572
45,66892973127716
19,840601494441184
217,7972846466676
624,1572885883127
35,1666841611708
40,13398828201704
21,352815137450936
22,146552777191072
506,634993289215
398,5985947793203
42,81581565960757
19,092040003843472
33,25139107417731
469,71329960114633
181,62569433252466
39,248979797039524
31,472344883966763
273,77431035229654
936,5326359914089
465,94551659276186
47,473922995857826
12,057484421634047
88,29243465901938
817,2790903149216
363,5660460583265
23,04516704207806
33,13906792885234
89,88960060411527
920,0876694015864
57,25849945401559
12,345225699930186
11,263559971265238
290,5217475939364
932,9618984863707
523,5966521257943
20,892791065312466
22,57364957350115
280,8155214981225
236,0434107489382
82,33163871107345
42,561904702012484
10,12889694694377
224,82399942484508
657,5082733759538
130,24375127214543
22,66559469397809
10,326562190776706
132,18952083977535
161,97365790960617
89,94439951803399
35,46523737023613
24,777278336880613
236,7285948214053
88,47934512270112
243,04290955193048
28,15495168584726
38,317665736046195
37,72066497658661
614,9720955915155
160,47612321303058
11,485120738668
16,000796946317358
18,1577808721319
378,21757723693014
396,7368006149412
42,83245109674575
45,194110003388424
163,51793066865622
234,21951956066164
481,8880104006628
13,376991885719809
44,5671034733938
253,1193772068153
757,118203872623
508,14386500812793
39,22680307111072
26,478446691403622
209,26381145525966
35,32261986528354
123,82772470361998
44,402144453229134
36,28093252583209
82,07021236142955
704,4128878331649
254,7232035213393
16,334525244470978
18,65034779305647
82,19740733751705
258,21290425197395
3,5734296542464272
21,72582449758639
37,39312255795916
231,84029469149485
286,37329400624344
135,3444241192539
20,706490708098194
37,66292704292529
50,43390015707551
209,75452116049655
379,4977340036125
31,561514138673488
30,10702220292018
293,3862361477714
267,74029006139466
256,43605019405555
35,46324875590835
36,57055872707687
118,82441431345991
400,67688964342307
497,10664035118066
21,013742617322748
21,189670210750776
297,1246856012236
11,16337781313458
291,21620351019254
38,15832066305529
13,327227275826669
255,45175499353877
299,1541604577264
509,0253117582165
28,657297040391157
41,439320392650735
204,60307270556407
