360
640
317,14212787203587
261,43123875913346
19,15434866774596
15,022631053269182
229,60201085430944
463,7246908042692
118,35564745524565
17,625160932363762
11,817319423473098
211,53060277075275
71,78438924998304
229,38422556794012
10,197718233616936
20,02275109622544
197,61870086680565
454,5125148943166
76,5703657441115
21,243474021388934
11,911633414688282
232,12592254436922
452,5180023000584
232,74713532956653
11,236027849670096
21,66057378737846
250,73403742623825
217,16641018824112
3,9710512535818943
14,380917265742823
16,74110643286376
82,27610144919302
166,06383430168947
236,1967664536007
24,317597832735117
18,967020053627465
71,24782688993174
337,02162651889455
15,752280774662996
24,00484845572432
22,899893027174734
12,789243102091277
302,35750651013126
139,91853122674377
24,960368557354588
14,279683270245316
6,057060588774806
144,43562309103
34,46622523251669
24,630520877431497
13,152043400180066
184,14753235340342
15,819117677710892
286,7483753626286
13,62925297926894
18,714796521009102
150,9002983346103
200,64643567790327
154,17814195583978
16,663212796241275
18,66185650674138
120,6388688365571
80,69555793978111
73,57659846702553
24,597067027957074
18,07766681030784
89,59461424411943
45,02065292569668
288,48065116949965
18,56606420879099
15,38135751163087
136,0691845569113
152,3655944510095
111,19895954017593
10,976582395751668
15,662142449613878
135,14783234560065
639,8987949699391
236,0672981707036
15,025186047862388
23,72593597177926
149,5026517195621
508,08045740387706
290,44802331560675
18,784259091827384
17,446018155378077
90,91984015534977
270,2909469796615
312,60494714656676
17,71253923248267
20,349448514992382
95,51672381594418
357,37025871120744
204,30823063543392
23,220313129677493
12,092032421838216
29,071168336336424
593,9738732468502
154,99129088142178
10,6696553114258
14,58779043981871
254,47819075903905
137,9742011602567
328,2933588786755
13,544779618994042
22,88737915711461
253,19231971502612
120,93805652065562
229,78890760504814
11,477282367051163
21,12315870630008
207,6705562250603
310,89715129930437
331,6162920922015
12,101679078526669
23,97231667743359
200,4128716762833
38,25555466677791
25,351845693099
10,7881971795787
22,532322248240725
141,0248934183183
180,22409438332096
113,0121412351349
18,332107357790967
14,17312364259184
83,0053739951975
355,682578736508
92,5882209719545
19,763276430779126
17,41138929690195
134,49289178129476
572,4266711529618
244,2673444951592
13,390433736206404
24,57040629259724
189,26798872594472
491,91493899323586
172,28659673842643
10,397431777410915
19,935501693898715
270,8083031412482
38,924568117211535
84,0254065868817
21,367199863811642
20,063252354793306
86,03425992754558
401,4621284421387
299,86986317519296
23,91778393882298
18,735176725977887
148,20503940762788
88,99314606028575
303,7254959054066
18,97854053932358
16,753100978209474
65,2628986714882
305,6290253116638
225,35922982656413
12,048048581322778
12,387144512907252
7,672695375669252
593,0915589222857
220,9793080611593
19,435491753182035
12,287912350538727
237,84877416897154
270,05146554603436
28,435096465704778
24,885464863320742
20,159418290693594
160,70792952565716
266,15504048171096
90,74749752059658
19,044888726302315
24,829714899375915
27,962724142801513
639,6452951689432
94,10087632442291
24,821560230023128
16,459697931741438
45,86170065958511
7,3065824642620925
350,71974273053445
13,392445168498972
11,172586791485564
16,115462356853605
161,64502749200764
359,97626777206415
20,969940537355733
17,445060532823938
126,66059620907492
399,7297806545789
164,56214535951045
18,563167782811924
10,85667954964929
214,70795266903755
579,3792316427432
73,60964884061234
12,202988385871137
10,224266052130549
68,6836187262121
415,90898754558617
343,7759459755897
12,10008446349089
13,09261465276947
224,4499300012717
529,2323412719863
182,72343221456345
24,25176410238322
17,074241406321622
173,79966107521057
363,58642810089435
264,1302511641733
12,498884381203517
22,29053796642894
268,08048478383745
526,3059929848871
329,89565961380333
15,591425300352892
20,616397280035343
158,04997736124952
622,5337512535843
36,49651131596249
20,10550483957759
20,76215235318268
163,93934732144285
343,149179151511
302,41953181309833
11,551039454526608
11,692658431230369
94,43771554554347
343,60930177335274
338,15818488603315
16,678181482850423
19,089915489128835
73,56040184830785
578,0580905756789
308,77262187975947
15,148105701286504
14,817220811427928
18,50738050318838
519,9342317122254
126,3352870338948
16,2580017688974
12,579823708675221
13,823824643603105
571,4870094512446
172,82533136490514
18,896767670189313
15,437831192848924
114,81037589834594
175,17368491211266
191,12852924110658
20,457286482121084
24,851852989938358
251,78625797898852
593,8103263009864
107,63333975081085
10,03993421505072
10,70577211787254
43,63419472568244
476,6932927364121
281,3859720613604
20,505517239663256
18,97477893091699
62,20021613482175
93,04488722152058
144,7187453365523
24,277565846294074
22,289417027914247
173,68343719532945
439,5378271052782
296,8512864060176
16,62287115595508
23,119650067981432
136,5781789511639
511,8671678770448
98,14630793346421
18,188137598091974
14,421064902681783
162,9402345413299
552,6424459744642
110,53660117907448
13,260152013596997
12,57766188449689
185,56839944551731
43,621151514009924
320,5530664716593
14,514394093609141
13,90262289176445
48,57121484744252
407,8890530372541
49,400729739404554
12,062505818257323
10,66441293337918
154,3779438322166
22,01077914166916
21,517294946794824
12,515281181474975
14,238873539141021
247,40311428899184
62,546806679804234
350,12994114362704
18,738652211250063
13,827295738095199
234,39232460623285
35,49862295798917
149,4018846545453
15,864902059712875
13,213167613409338
218,85633449994336
193,68637961161525
40,6123926255754
18,30450789909581
21,454662822389444
223,3505201500563
381,6057311763756
29,916486420868765
15,979398590978153
17,575183801571207
24,94348787080699
540,0801126428725
234,2364004508266
18,28554958364458
22,557857766952875
190,38282744327913
496,8160891540731
31,831395995361362
18,864739435757706
13,965431000640537
77,7050845191555
2,787283758638992
137,0648375103516
24,742110045438018
22,281676583447506
69,07326830438124
473,2849991654155
182,4344173396719
15,97763777070201
20,667422785043485
41,431651199217924
547,3426186875722
287,3592263358816
14,080896659912746
15,738571349353697
153,04722704655728
107,6422491113339
349,32640603580796
17,552568310900988
16,878109452805795
246,56220961228667
53,601994819574585
223,56566268866177
12,411417217786486
21,931212731957224
191,66175379427955
275,3290664801406
212,33048526863524
22,525328958843282
13,504502722222835
131,6590542073459
383,81639442834165
349,6952319680674
22,12727991922123
23,146042080474544
293,0502536850071
225,77670367022284
236,1253364200725
21,90575205397763
20,425104543845464
271,1686431286699
418,9312967894181
3,472808254687023
19,969947477478804
24,802180087743935
82,62734162361676
207,2001867041971
282,3217555890688
21,13563647443241
12,7958541478383
157,1018019738854
463,4939498515433
48,69977064089691
13,953287412020265
12,689762511735752
5,414169153891803
132,59885080790525
61,34817240088667
17,802552360343718
18,401111408074705
274,3820026516624
582,3104282235763
5,693394845359654
22,308966998962987
19,876949132462975
160,09884097046142
21,921653181198053
198,32708676509898
17,43711195193339
18,63405918108336
48,03304509382054
